candidate_id	source_file	freecad_symbol	semantic_axis	source_evidence	cad_core_landing	scope_hint	next_step
C11M2-SRC-001	src/Mod/Part/App/AppPartPy.cpp	Module::makeFilledFace	helper_input_contract	Seed: kwd_list and parser should confirm shapes surface supports orders degree ptsOnCurve numIter anisotropy tol2d tol3d tolG1 tolG2 maxDegree maxSegments; forwards BRepFillingParams to TopoShape::makeElementFilledFace	cad-core/src/part/part_filling.cpp	source_backed_helper	S1 verify; S2 route Surface Supports Orders Params scopes
C11M2-SRC-002	src/Mod/Part/App/TopoShapeExpansion.cpp	TopoShape::makeElementFilledFace	filling_builder	Seed: constructs BRepOffsetAPI_MakeFilling; optional LoadInitSurface; finds or builds boundary; calls Add edge support order IsBound true or false; adds face and point constraints; Build then makeElementShape	cad-core/src/part/topo_shape_expansion.cpp	source_backed_builder	S1 verify; S3 native helper probe route; S4 compare target
C11M2-SRC-003	src/Mod/Part/App/BRepOffsetAPI_MakeFillingPyImp.cpp	BRepOffsetAPI_MakeFillingPy::PyInit;setConstrParam;setResolParam;setApproxParam	wrapper_constructor_params	Seed: wrapper accepts Degree NbPtsOnCur NbIter MaxDegree MaxSegments Tol2d Tol3d TolAng TolCurv Anisotropy and Set*Param mutators; lifecycle remains diagnostic only	cad-core/src/part/part_filling.cpp	diagnostic_wrapper_control	S1 verify; S5 keep mutable wrapper lifecycle non-goal
C11M2-SRC-004	src/Mod/Part/App/BRepOffsetAPI_MakeFillingPyImp.cpp	BRepOffsetAPI_MakeFillingPy::loadInitSurface	surface_control	Seed: validates TopoShapeFace and calls LoadInitSurface(face); direct wrapper control can confirm OCCT path but is not request-local helper expected	cad-core/src/part/topo_shape_expansion.cpp	surface_oracle_control	S3 compare helper surface result with wrapper control if useful
C11M2-SRC-005	src/Mod/Part/App/BRepOffsetAPI_MakeFillingPyImp.cpp	BRepOffsetAPI_MakeFillingPy::add	support_order_control	Seed: add overloads cover point face/order edge/order/isBound edge/support/order/isBound and U/V/support/order; UV branch remains direct wrapper non-goal	cad-core/src/part/topo_shape_expansion.cpp	support_order_oracle_control	S3 compare helper support/order with wrapper control if useful
C11M2-SRC-006	cad-core/src/part/part_filling.cpp	PartFillingExecutor	current_executor	Seed: parses source-backed Part::FilledFace DTO; rejects wrapper lifecycle; resolves Boundary Surface Supports Orders params non-boundary sources; publishes object_fields and locatable diagnostics	cad-core/src/part/part_filling.cpp	current_product_contract_target	S4 compare only after S3 stable native oracle
C11M2-SRC-007	cad-core/src/part/topo_shape_expansion.cpp	makeElementFilledFaceFromSources	current_builder	Seed: request-local BRepOffsetAPI_MakeFilling route records LoadInitSurface Add edge support order IsBound and non-boundary source evidence plus maker history	cad-core/src/part/topo_shape_expansion.cpp	current_product_contract_target	S4 compare only after S3 stable native oracle
C11M2-SRC-008	cad-core/src/runtime/capability_contract.cpp	part_workbench.filling	live_capability_publication	Seed: publishes supported_expected_backed_plus_c6m5_product_contract_non_parity; remaining_gaps empty; six helper evidence retained in narrowed_gaps historical_native_helper_evidence	cad-core/src/runtime/capability_contract.cpp	release_publication	S0 freeze; S6 update only if S3-S5 change final status
C11M2-SRC-009	cad-core/tests/test_p8_features.py;cad-core/tests/test_expected_fixtures.py;cad-core/tests/test_adapters.py	C6-M5 release and guard tests	historical_product_contract	Seed: tests cover C6-M5 product fixtures diagnostics capability and retained helper evidence; adapter assertions keep remaining_gaps empty	cad-core/tests/test_p8_features.py;cad-core/tests/test_adapters.py	historical_guard	S4 use as current target; S6 update only with implementation
C11M2-SRC-010	docs/CADCore6.0/C6-M5-PartWorkbenchFillingSurfaceSupportOrderParamProductContract主线	C6-M5 docs and matrices	retained_native_helper_evidence	Seed: ORC rows record c5m8/c5m12/c5m13 expected-backed subsets and notCollected native helper evidence; C6-M5 product contract remains non-parity	docs/CADCore11.0/C11-M2-PartWorkbenchFillingNativeHelperParity复开批次/矩阵	historical_docs_input	S0 freeze inherited state; S3 re-collect
